question_id,competency_tag,topic,question_text,options_raw,correct_key,difficulty,target_time,hint
Q1_109,Q1-MG-4,Measurement and Geometry - Polygons,A regular hexagon is an example of a:,"A) Convex polygon, B) Concave polygon, C) Complex polygon, D) Star polygon",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_110,Q1-MG-4,Measurement and Geometry - Polygons,Which of the following cannot be concave?,"A) Quadrilateral, B) Pentagon, C) Triangle, D) Hexagon",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_111,Q1-MG-5,Measurement and Geometry - Angle Relationships,The sum of an interior angle and its adjacent exterior angle is:,"A) 90°, B) 180°, C) 270°, D) 360°",B,Easy (0),20s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q1_112,Q1-MG-5,Measurement and Geometry - Angle Relationships,"If the exterior angle of a polygon is 60°, the interior angle is:","A) 30°, B) 60°, C) 120°, D) 300°",C,Mod (1),45s,"Recall the common prefixes: penta=5, hexa=6, hepta=7, octa=8, nona=9, deca=10."
Q1_113,Q1-MG-5,Measurement and Geometry - Angle Relationships,"If the interior angle is 135°, what is the exterior angle?","A) 35°, B) 45°, C) 135°, D) 225°",B,Mod (1),45s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q1_114,Q1-MG-6,Measurement and Geometry - Angles of Polygons,The sum of the interior angles of an octagon is:,"A) 720°, B) 900°, C) 1080°, D) 1440°",C,Hard (2),90s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q1_115,Q1-MG-6,Measurement and Geometry - Angles of Polygons,The sum of the interior angles of a decagon is:,"A) 1080°, B) 1260°, C) 1440°, D) 1800°",C,Hard (2),90s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q1_116,Q1-MG-6,Measurement and Geometry - Angles of Polygons,What is the measure of one interior angle of a regular octagon?,"A) 120°, B) 135°, C) 144°, D) 150°",B,Hard (2),90s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q1_117,Q1-MG-6,Measurement and Geometry - Angles of Polygons,What is the measure of one interior angle of a regular decagon?,"A) 140°, B) 144°, C) 150°, D) 160°",B,Hard (2),90s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q1_118,Q1-MG-6,Measurement and Geometry - Angles of Polygons,The sum of the exterior angles of any convex polygon is:,"A) 180°, B) 360°, C) 540°, D) 720°",B,Easy (0),20s,"Recall the common prefixes: penta=5, hexa=6, hepta=7, octa=8, nona=9, deca=10."
Q1_119,Q1-MG-6,Measurement and Geometry - Angles of Polygons,What is one exterior angle of a regular nonagon (9 sides)?,"A) 30°, B) 36°, C) 40°, D) 45°",C,Mod (1),45s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q1_120,Q1-MG-6,Measurement and Geometry - Angles of Polygons,"If a regular polygon has an exterior angle of 30°, how many sides does it have?","A) 10, B) 12, C) 15, D) 18",B,Hard (2),90s,"Recall the common prefixes: penta=5, hexa=6, hepta=7, octa=8, nona=9, deca=10."
Q1_121,Q1-NA-1,Number and Algebra - Percentages,What is 20% of 250?,"A) 20, B) 50, C) 100, D) 125",B,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_122,Q1-NA-1,Number and Algebra - Percentages,What is 30% of 400?,"A) 30, B) 120, C) 150, D) 200",B,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_123,Q1-NA-1,Number and Algebra - Percentages,What is 75% of 800?,"A) 400, B) 500, C) 600, D) 700",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_124,Q1-NA-1,Number and Algebra - Percentages,What is 5% of 1000?,"A) 5, B) 50, C) 500, D) 5000",B,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_125,Q1-NA-1,Number and Algebra - Percentages,What is 150% of 60?,"A) 30, B) 60, C) 90, D) 150",C,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_126,Q1-NA-1,Number and Algebra - Percentages,A ₱600 item is discounted by 10%. What is the discount?,"A) ₱6, B) ₱10, C) ₱60, D) ₱540",C,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_127,Q1-NA-1,Number and Algebra - Percentages,A ₱1500 bag is 20% off. What is the discount amount?,"A) ₱150, B) ₱200, C) ₱300, D) ₱1200",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_128,Q1-NA-1,Number and Algebra - Percentages,A ₱2000 watch is 25% off. What is the SALE PRICE?,"A) ₱500, B) ₱1500, C) ₱1750, D) ₱2500",B,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_129,Q1-NA-1,Number and Algebra - Percentages,A ₱500 meal has a 12% VAT. How much is the VAT?,"A) ₱12, B) ₱50, C) ₱60, D) ₱560",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_130,Q1-NA-1,Number and Algebra - Percentages,A ₱500 meal has a 12% VAT. What is the TOTAL bill?,"A) ₱512, B) ₱550, C) ₱560, D) ₱600",C,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_131,Q1-NA-1,Number and Algebra - Percentages,A population of 2000 grows by 10%. New population?,"A) 2010, B) 2100, C) 2200, D) 3000",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_132,Q1-NA-1,Number and Algebra - Percentages,A town of 4000 decreased by 5%. New population?,"A) 3800, B) 3900, C) 3950, D) 4200",A,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_133,Q1-NA-1,Number and Algebra - Percentages,"If 40 is 20% of a number, what is the number?","A) 8, B) 100, C) 200, D) 400",C,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_134,Q1-NA-1,Number and Algebra - Percentages,"If 75 is 50% of a number, what is the number?","A) 37.5, B) 100, C) 125, D) 150",D,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_135,Q1-NA-1,Number and Algebra - Percentages,45 is what percent of 90?,"A) 25%, B) 45%, C) 50%, D) 90%",C,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_136,Q1-NA-2,Number and Algebra - Financial Math / Simple Interest,You invest ₱1000 at 3% simple interest per year. Interest for 1 year?,"A) ₱3, B) ₱10, C) ₱30, D) ₱300",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_137,Q1-NA-2,Number and Algebra - Financial Math / Simple Interest,You invest ₱2000 at 4% simple interest for 2 years. Total interest?,"A) ₱80, B) ₱160, C) ₱240, D) ₱400",B,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_138,Q1-NA-2,Number and Algebra - Financial Math / Simple Interest,You borrow ₱4000 at 5% simple interest for 3 years. Total interest?,"A) ₱200, B) ₱400, C) ₱600, D) ₱1200",C,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_139,Q1-NA-2,Number and Algebra - Financial Math / Simple Interest,"A salesman gets 4% commission on a ₱50,000 sale. Commission?","A) ₱200, B) ₱400, C) ₱2000, D) ₱4000",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_140,Q1-NA-2,Number and Algebra - Financial Math / Simple Interest,You deposit ₱5000 at 2% simple interest. Total money after 1 year?,"A) ₱100, B) ₱5020, C) ₱5100, D) ₱6000",C,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q1_141,Q1-NA-3,Number and Algebra - Rates and Speed,A car travels 150 km in 3 hours. What is its speed?,"A) 30 km/h, B) 40 km/h, C) 50 km/h, D) 60 km/h",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_142,Q1-NA-3,Number and Algebra - Rates and Speed,A train covers 600 km in 5 hours. What is its speed?,"A) 100 km/h, B) 110 km/h, C) 120 km/h, D) 150 km/h",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_143,Q1-NA-3,Number and Algebra - Rates and Speed,A plane flies 2000 km in 4 hours. Speed?,"A) 400 km/h, B) 450 km/h, C) 500 km/h, D) 600 km/h",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_144,Q1-NA-3,Number and Algebra - Rates and Speed,"If a car drives at 60 km/h for 3 hours, what distance is covered?","A) 120 km, B) 150 km, C) 180 km, D) 200 km",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_145,Q1-NA-3,Number and Algebra - Rates and Speed,"If a bus travels at 70 km/h, how far will it go in 4 hours?","A) 210 km, B) 240 km, C) 280 km, D) 300 km",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_146,Q1-NA-3,Number and Algebra - Rates and Speed,How long does it take to travel 200 km at a speed of 50 km/h?,"A) 2 hrs, B) 3 hrs, C) 4 hrs, D) 5 hrs",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_147,Q1-NA-4,Number and Algebra - Rates,4 kg of sugar costs ₱160. What is the unit price?,"A) ₱30/kg, B) ₱40/kg, C) ₱50/kg, D) ₱60/kg",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_148,Q1-NA-4,Number and Algebra - Rates,12 pencils cost ₱60. What is the unit price?,"A) ₱5/pencil, B) ₱6/pencil, C) ₱10/pencil, D) ₱12/pencil",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_149,Q1-NA-4,Number and Algebra - Rates,A worker earns ₱2000 in 5 hours. What is the hourly rate?,"A) ₱300/hr, B) ₱350/hr, C) ₱400/hr, D) ₱500/hr",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_150,Q1-NA-4,Number and Algebra - Rates,A printer prints 500 pages in 20 minutes. Rate per minute?,"A) 20 ppm, B) 25 ppm, C) 30 ppm, D) 50 ppm",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_151,Q1-NA-4,Number and Algebra - Rates,A faucet leaks 24 liters in 8 hours. Leak rate per hour?,"A) 2 L/h, B) 3 L/h, C) 4 L/h, D) 8 L/h",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_152,Q1-NA-4,Number and Algebra - Rates,Which is a better buy? A) 3kg for ₱120 or B) 5kg for ₱180?,"A) Option A, B) Option B, C) They are equal, D) Neither",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_153,Q1-NA-4,Number and Algebra - Rates,Which is a better buy? A) 2L for ₱90 or B) 4L for ₱180?,"A) Option A, B) Option B, C) They are equal, D) Neither",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_154,Q1-NA-4,Number and Algebra - Rates,A heart beats 420 times in 6 minutes. Beats per minute?,"A) 60 bpm, B) 70 bpm, C) 80 bpm, D) 90 bpm",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_155,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 1/5 to a decimal.,"A) 0.15, B) 0.2, C) 0.5, D) 1.5",B,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q1_156,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 3/8 to a decimal.,"A) 0.375, B) 0.38, C) 0.83, D) 3.8",A,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q1_157,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 0.4 to a fraction in lowest terms.,"A) 1/4, B) 2/5, C) 4/10, D) 4/5",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q1_158,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 0.6 to a fraction in lowest terms.,"A) 1/6, B) 3/5, C) 6/10, D) 6/100",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q1_159,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 1/4 to a percentage.,"A) 14%, B) 20%, C) 25%, D) 40%",C,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q1_160,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 3/4 to a percentage.,"A) 34%, B) 43%, C) 60%, D) 75%",D,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q1_161,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 30% to a fraction in lowest terms.,"A) 1/3, B) 3/10, C) 30/100, D) 3/100",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q1_162,Q1-NA-5,Number and Algebra - Rational Numbers,Convert 50% to a decimal.,"A) 0.05, B) 0.5, C) 5.0, D) 50.0",B,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q1_163,Q1-NA-6,Number and Algebra - Rational Numbers,Which is larger: -1.2 or -1.5?,"A) -1.2, B) -1.5, C) They are equal, D) Cannot determine",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_164,Q1-NA-6,Number and Algebra - Rational Numbers,Which is larger: 2/5 or 1/2?,"A) 2/5, B) 1/2, C) They are equal, D) Cannot determine",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_165,Q1-NA-6,Number and Algebra - Rational Numbers,"Order from least to greatest: -2, 1, 0, -0.5","A) -2, -0.5, 0, 1; B) -0.5, -2, 0, 1; C) 1, 0, -0.5, -2; D) -2, 0, -0.5, 1",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_166,Q1-NA-6,Number and Algebra - Rational Numbers,"Order from least to greatest: 1/3, 1/4, 1/2","A) 1/2, 1/3, 1/4; B) 1/4, 1/3, 1/2; C) 1/3, 1/4, 1/2; D) 1/4, 1/2, 1/3",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_167,Q1-NA-6,Number and Algebra - Rational Numbers,Which fraction is equivalent to 1/2?,"A) 2/3, B) 3/6, C) 4/9, D) 5/12",B,Easy (0),20s,"For addition/subtraction, find a common denominator. For multiplication, multiply straight across."
Q1_168,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Add: 2/7 + 3/7 = ?,"A) 5/14, B) 5/7, C) 6/49, D) 1/7",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_169,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Add: 1/3 + 1/6 = ?,"A) 2/9, B) 1/2, C) 3/18, D) 2/6",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_170,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Subtract: 4/5 - 1/5 = ?,"A) 3/0, B) 5/5, C) 3/5, D) 4/25",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_171,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Subtract: 1/2 - 1/4 = ?,"A) 1/2, B) 0, C) 1/4, D) 1/8",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_172,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Multiply: 1/4 x 3/5 = ?,"A) 4/9, B) 3/20, C) 5/12, D) 15/4",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_173,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Multiply: 2/3 x 3/4 = ?,"A) 5/7, B) 6/12, C) 1/2, D) Both B and C",D,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_174,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Divide: 1/3 ÷ 1/2 = ?,"A) 1/6, B) 2/3, C) 3/2, D) 6",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_175,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Divide: 2/5 ÷ 4/5 = ?,"A) 1/2, B) 2, C) 8/25, D) 5/8",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_176,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Add: 2.4 + 3.1 = ?,"A) 5.4, B) 5.5, C) 6.5, D) 1.3",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_177,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Add: -1.5 + 2.5 = ?,"A) 1.0, B) -1.0, C) 4.0, D) -4.0",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q1_178,Q1-NA-7,Number and Algebra - Rational Numbers Operations,Subtract: 6.8 - 3.4 = ?,"A) 2.4, B) 3.4, C) 9.2, D) -3.4",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
